업종명,업소명,소재지(도로명),소재지(지번),소재지전화,관리기관전화번호,관리기관명
일반음식점,참좋은푸드,"경상북도 구미시 산호대로 187 (공단동, 낙동상가 304호)",경상북도 구미시 공단동 262번지 낙동상가 304호 ,054-463-2128,054-480-5548,경상북도 구미시청
일반음식점,대성막창송정점,"경상북도 구미시 백산로 76-1, 2층 (송정동)",경상북도 구미시 송정동 9번지 5호 2층 ,054-444-9293,054-480-5548,경상북도 구미시청
일반음식점,오늘보리밥어때,"경상북도 구미시 인동46길 5-54 (구평동, 1층)",경상북도 구미시 구평동 461번지 13호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,가야숯불구이,"경상북도 구미시 옥계남로 7-6 (옥계동, 1층)",경상북도 구미시 옥계동 863번지 1호 1층 ,054-471-4772,054-480-5548,경상북도 구미시청
일반음식점,착한중화포차,"경상북도 구미시 흥안로 48 (옥계동, 에덴상가 203-2호)",경상북도 구미시 옥계동 543번지 에덴상가 203-2호 ,054-475-2221,054-480-5548,경상북도 구미시청
일반음식점,고기쟁이,경상북도 구미시 고아읍 문성9길 34 (1층),경상북도 구미시 고아읍 문성리 1409번지 1호 1층 ,054-444-8856,054-480-5548,경상북도 구미시청
일반음식점,일구육삼매콤갈비찜,"경상북도 구미시 봉곡남로15길 28 (봉곡동, 1층)",경상북도 구미시 봉곡동 230번지 9호 1층 ,054-452-1963,054-480-5548,경상북도 구미시청
일반음식점,해수순두부,경상북도 구미시 장천면 상장5길 3 (1층),경상북도 구미시 장천면 상장리 919번지 22호 1층 ,054-472-6783,054-480-5548,경상북도 구미시청
일반음식점,용이네따봉옛날통닭치킨,"경상북도 구미시 인동39길 20-1 (구평동, 1층 101호)",경상북도 구미시 구평동 436번지 1호 1층 101호 ,054-474-8998,054-480-5548,경상북도 구미시청
일반음식점,시골여행형곡점,"경상북도 구미시 형곡서로 73 (형곡동, 1층)",경상북도 구미시 형곡동 246번지 3호 1층 ,054-455-6122,054-480-5548,경상북도 구미시청
일반음식점,2500냥포차,"경상북도 구미시 인동28길 19-6 (진평동, 1층)",경상북도 구미시 진평동 90번지 2호 1층 ,054-474-9592,054-480-5548,경상북도 구미시청
일반음식점,정커피콩,"경상북도 구미시 옥계2공단로 264-9 (구포동, 1층)",경상북도 구미시 구포동 675번지 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,포항전통물회,"경상북도 구미시 고아읍 봉한1안길 92, 가동 (1층)",경상북도 구미시 고아읍 봉한리 810번지 1층 가동 ,054-461-9947,054-480-5548,경상북도 구미시청
일반음식점,서민황소갈비,"경상북도 구미시 인동28길 19-6 (진평동, 1층)",경상북도 구미시 진평동 90번지 2호 1층 ,054-472-1211,054-480-5548,경상북도 구미시청
일반음식점,제이컨벤션웨딩,"경상북도 구미시 박정희로 229, 1층,3층 (사곡동)","경상북도 구미시 사곡동 438번지 1호 1층,3층 ",054-461-2300,054-480-5548,경상북도 구미시청
일반음식점,맨날술이야,"경상북도 구미시 인동18길 8-1 (진평동, 1층)",경상북도 구미시 진평동 9번지 5호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,비에이치씨신옥계4공단점,"경상북도 구미시 옥계북로 59, 101호 (옥계동, 구미옥계현진에버빌상가동)",경상북도 구미시 옥계동 909번지 구미옥계현진에버빌상가동 101호,054-475-6004,054-480-5548,경상북도 구미시청
일반음식점,베트남쌀국수전문점,"경상북도 구미시 형곡로22길 5-20, 1층 101호 (형곡동)",경상북도 구미시 형곡동 231번지 6호 1층 101호,054-444-3114,054-480-5548,경상북도 구미시청
일반음식점,뚝배기동태탕해물찜,"경상북도 구미시 임은길 42 (임은동, 1층)",경상북도 구미시 임은동 317번지 21호 1층 ,054-462-0990,054-480-5548,경상북도 구미시청
일반음식점,오성택시기사식당,경상북도 구미시 고아읍 선산대로 504 (1층),경상북도 구미시 고아읍 봉한리 698번지 1호 1층 ,054-456-5268,054-480-5548,경상북도 구미시청
일반음식점,피자나라치킨공주진평구평점,"경상북도 구미시 인동38길 9-7 (구평동, 1층)",경상북도 구미시 구평동 448번지 4호 1층 ,054-474-9906,054-480-5548,경상북도 구미시청
일반음식점,해초과메기,"경상북도 구미시 상사서로 86-17 (상모동, 1층)",경상북도 구미시 상모동 42번지 3호 1층 ,054-461-1224,054-480-5548,경상북도 구미시청
일반음식점,큐토피아,"경상북도 구미시 신시로10길 110-5 (송정동, 2층)",경상북도 구미시 송정동 491번지 2층 ,054-454-3101,054-480-5548,경상북도 구미시청
일반음식점,육회랑뭉티기,"경상북도 구미시 상사동로 151-4 (사곡동, 1층)",경상북도 구미시 사곡동 481번지 5호 1층 ,054-462-7721,054-480-5548,경상북도 구미시청
일반음식점,김해본가뒷고기진평점,"경상북도 구미시 인동28길 19-6 (진평동, 1층 101호)",경상북도 구미시 진평동 90번지 2호 1층 101호 ,,054-480-5548,경상북도 구미시청
일반음식점,황상태화루,"경상북도 구미시 수출대로31길 45 (황상동, 1층)",경상북도 구미시 황상동 203번지 13호 1층 ,054-472-4722,054-480-5548,경상북도 구미시청
일반음식점,예스서갈비,"경상북도 구미시 여헌로 60 (인의동, 1층)",경상북도 구미시 인의동 493번지 1호 1층 ,054-475-5235,054-480-5548,경상북도 구미시청
일반음식점,토몽식당,"경상북도 구미시 부곡1길 35 (부곡동, 1,2층)","경상북도 구미시 부곡동 444번지 1호 1,2층 ",054-456-1955,054-480-5548,경상북도 구미시청
일반음식점,동궁찜닭,"경상북도 구미시 봉곡북로 52 (봉곡동, 1층)",경상북도 구미시 봉곡동 184번지 12호 1층 ,054-444-3692,054-480-5548,경상북도 구미시청
일반음식점,알쌈닭불고기봉곡점,"경상북도 구미시 봉곡로18길 33 (봉곡동, 1층)",경상북도 구미시 봉곡동 226번지 8호 1층 ,054-602-2111,054-480-5548,경상북도 구미시청
일반음식점,화로갈비소,"경상북도 구미시 인동4길 9 (진평동, 1층 101호)",경상북도 구미시 진평동 607번지 1층 101호 ,054-472-9876,054-480-5548,경상북도 구미시청
일반음식점,세자매감자탕갈비찜구미인동점,"경상북도 구미시 인동36길 6 (진평동, 성원빌딩 2층)",경상북도 구미시 진평동 67번지 3호 성원빌딩 2층 ,054-471-8582,054-480-5548,경상북도 구미시청
일반음식점,솔밭애,"경상북도 구미시 봉곡북로1길 37, 1층 (봉곡동)",경상북도 구미시 봉곡동 692번지 1층 ,054-458-2117,054-480-5548,경상북도 구미시청
일반음식점,현일식당,"경상북도 구미시 고아읍 선산대로 602, 3동",경상북도 구미시 고아읍 봉한리 911번지 113호  3동 ,054-441-0753,054-480-5548,경상북도 구미시청
일반음식점,미승짬뽕,"경상북도 구미시 수출대로3길 107, A동 1층 14,31,32,35,36,53,54,55호 (공단동)","경상북도 구미시 공단동 107번지 1층 14,31,32,35,36,53,54,55호 A동 ",,054-480-5548,경상북도 구미시청
일반음식점,옛날선지국,"경상북도 구미시 구미중앙로9길 11 (원평동, 가동 115호,116호)","경상북도 구미시 원평동 117번지 20호 가동 115호,116호 가동 116호",054-456-3130,054-480-5548,경상북도 구미시청
일반음식점,돈까스앤얼큰순두부,"경상북도 구미시 구미중앙로37길 20, 1층 (원평동)",경상북도 구미시 원평동 1068번지 1호 1층 ,070-8249-0537,054-480-5548,경상북도 구미시청
일반음식점,임애리찜찜찜본점,"경상북도 구미시 신비로 121-5, 1층 (비산동)",경상북도 구미시 비산동 455번지 12호 1층 ,054-474-7660,054-480-5548,경상북도 구미시청
일반음식점,친구사이7090라이브,"경상북도 구미시 인동15길 19 (인의동, 2층)",경상북도 구미시 인의동 671번지 2호 2층 ,054-463-7090,054-480-5548,경상북도 구미시청
일반음식점,오대감참가자미횟집,"경상북도 구미시 산호대로29길 13-19, 1층 (옥계동)",경상북도 구미시 옥계동 831번지 3호 1층 ,054-474-1383,054-480-5548,경상북도 구미시청
일반음식점,마이리틀포차,"경상북도 구미시 도봉로5길 41, 1층 (도량동)",경상북도 구미시 도량동 323번지 1호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,차이나타운,"경상북도 구미시 인동38길 15-3, 1층 (구평동)",경상북도 구미시 구평동 449번지 2호  ,054-473-9011,054-480-5548,경상북도 구미시청
일반음식점,봉숙이김치전,"경상북도 구미시 송원동로 38, 313,314호 (송정동)","경상북도 구미시 송정동 61번지 313호,314호 ",054-444-9983,054-480-5548,경상북도 구미시청
일반음식점,원조선산대한곱창남통점,"경상북도 구미시 원남로 17-3, 1층 (남통동)",경상북도 구미시 남통동 13번지 5호 1층 ,054-452-2292,054-480-5548,경상북도 구미시청
일반음식점,비에이치씨치킨남통원평점,"경상북도 구미시 원남로 69 (원평동, 105호)",경상북도 구미시 원평동 84번지 5호 1층 105호,054-453-9995,054-480-5548,경상북도 구미시청
일반음식점,꽃마름,"경상북도 구미시 송정대로6길 6, 3층 (송정동)",경상북도 구미시 송정동 460번지 8호 3층 ,054-444-4245,054-480-5548,경상북도 구미시청
일반음식점,육봉달원호점,"경상북도 구미시 고아읍 들성로 93, 1층",경상북도 구미시 고아읍 원호리 235번지 3호 1층 ,054-455-3322,054-480-5548,경상북도 구미시청
일반음식점,밥상,"경상북도 구미시 비산로5길 28-17 (비산동, 1층)",경상북도 구미시 비산동 97번지 7호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,비비큐 구미공단점,"경상북도 구미시 산호대로 233, 1층 116호 (공단동, 구미 BOX-IN)",경상북도 구미시 공단동 253번지 2호 구미 BOX-IN 116호,054-463-9282,054-480-5548,경상북도 구미시청
일반음식점,쌀,"경상북도 구미시 금오산로16길 9, 1층 (원평동)",경상북도 구미시 원평동 428번지 18호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,틈새닭발,"경상북도 구미시 봉곡로23길 3 (봉곡동, 1층 101호)",경상북도 구미시 봉곡동 166번지 7호 1층 101호 ,054-443-9294,054-480-5548,경상북도 구미시청
일반음식점,옛날뚝배기,"경상북도 구미시 봉곡로 82-1, 1층 (봉곡동)",경상북도 구미시 봉곡동 428번지 7호 1층 ,054-453-8844,054-480-5548,경상북도 구미시청
일반음식점,해안국밥,"경상북도 구미시 인동북길 159 (인의동, 1층)",경상북도 구미시 인의동 1004번지 5호 1층 ,054-474-5789,054-480-5548,경상북도 구미시청
일반음식점,리코파파원평점,"경상북도 구미시 문화로 18, 2층,3층 (원평동)","경상북도 구미시 원평동 141번지 1호 2층,3층 ",054-456-5111,054-480-5548,경상북도 구미시청
일반음식점,팔도짬뽕마을,"경상북도 구미시 고아읍 선산대로 602, B동",경상북도 구미시 고아읍 봉한리 911번지 113호  B동 ,054-456-9292,054-480-5548,경상북도 구미시청
일반음식점,박박사코다리면옥,"경상북도 구미시 1공단로 186-17, 102호 (공단동)",경상북도 구미시 공단동 264번지 16호  102호,054-462-9253,054-480-5548,경상북도 구미시청
일반음식점,선주닭목살전문점,"경상북도 구미시 도봉로1길 6, 1층 (봉곡동)",경상북도 구미시 봉곡동 17번지 17호 1층 ,054-456-8443,054-480-5548,경상북도 구미시청
일반음식점,상촌,"경상북도 구미시 도봉로5안길 8-1, 1층 (도량동)",경상북도 구미시 도량동 325번지 7호 1층 ,054-442-7688,054-480-5548,경상북도 구미시청
일반음식점,고놈에불향쭈꾸미문성점,"경상북도 구미시 고아읍 들성로9길 3-10, 1층",경상북도 구미시 고아읍 문성리 1171번지 1층 ,054-457-4917,054-480-5548,경상북도 구미시청
일반음식점,오미다정,"경상북도 구미시 산동면 산호대로41길 19, 1동 101호",경상북도 구미시 산동면 봉산리 580번지 4호  1동 101호,054-471-8292,054-480-5548,경상북도 구미시청
일반음식점,교동짬뽕송정점,"경상북도 구미시 백산로 78, 1층 101호 (송정동)",경상북도 구미시 송정동 9번지 6호 1층 101호,054-456-3098,054-480-5548,경상북도 구미시청
일반음식점,마마국수,"경상북도 구미시 금오산로 160, 1층 (원평동)",경상북도 구미시 원평동 405번지 2호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,99닭발,"경상북도 구미시 산호대로25길 34-9, 1층 (옥계동)",경상북도 구미시 옥계동 618번지 4호 1층 ,054-474-9979,054-480-5548,경상북도 구미시청
일반음식점,명품홍가네고깃집,"경상북도 구미시 구미중앙로5길 16-7, 1층 (원평동)",경상북도 구미시 원평동 10번지 20호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,교동면옥구미점,"경상북도 구미시 금오대로 421, 가동 1층 (오태동)",경상북도 구미시 오태동 500번지 4호 1층 가동 ,054-461-7300,054-480-5548,경상북도 구미시청
일반음식점,꾸버찌,"경상북도 구미시 인동13길 8-4 (인의동, 1층)",경상북도 구미시 인의동 687번지 2호 1층 ,054-604-9292,054-480-5548,경상북도 구미시청
일반음식점,착한불고기전골,"경상북도 구미시 상림로 83, 1층 (사곡동)",경상북도 구미시 사곡동 706번지 5호 1층 ,054-465-7635,054-480-5548,경상북도 구미시청
일반음식점,샤브향 문성점,"경상북도 구미시 고아읍 들성로 211, 2층",경상북도 구미시 고아읍 문성리 1125번지 2층 ,054-451-2008,054-480-5548,경상북도 구미시청
일반음식점,심야식당,"경상북도 구미시 인동중앙로2길 15, 1층 (인의동)",경상북도 구미시 인의동 379번지 4호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,청오골사곡점,"경상북도 구미시 상사서로 158-4, 1층 (사곡동)",경상북도 구미시 사곡동 681번지 1호 1층 ,054-461-7753,054-480-5548,경상북도 구미시청
일반음식점,문성옛날고기,"경상북도 구미시 고아읍 들성로9길 4-13, 1층",경상북도 구미시 고아읍 문성리 1260번지 4호 1층 ,054-442-8688,054-480-5548,경상북도 구미시청
일반음식점,하늘소풍,"경상북도 구미시 신시로10길 12, 지하1층 (형곡동, 구미차병원)",경상북도 구미시 형곡동 855번지 구미차병원 지하1층 ,054-452-1919,054-480-5548,경상북도 구미시청
일반음식점,끄티집구미인동점,"경상북도 구미시 인동중앙로11길 20, 1층 (황상동)",경상북도 구미시 황상동 302번지 1층 ,054-471-8556,054-480-5548,경상북도 구미시청
일반음식점,선산청춘시대,"경상북도 구미시 선산읍 남문로3길 21-1, 1층",경상북도 구미시 선산읍 완전리 105번지 3호 1층 ,054-439-4037,054-480-5548,경상북도 구미시청
일반음식점,정가네,"경상북도 구미시 인동20길 27-34, 1층 (진평동)",경상북도 구미시 진평동 50번지 2호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,예향얼큰이손칼국수,"경상북도 구미시 인동북길 159, 1층 (인의동)",경상북도 구미시 인의동 1004번지 5호 1층 ,054-454-8809,054-480-5548,경상북도 구미시청
일반음식점,돈돈구미점,"경상북도 구미시 구미중앙로13길 7, 1층 (원평동)",경상북도 구미시 원평동 127번지 9호 1층 ,054-455-0508,054-480-5548,경상북도 구미시청
일반음식점,한상에코다리찜,"경상북도 구미시 산동면 산호대로41길 21, 1동 2호",경상북도 구미시 산동면 봉산리 580번지 3호  1동 2호,054-473-7776,054-480-5548,경상북도 구미시청
일반음식점,조개짐,"경상북도 구미시 형곡동로 57-1, 1층 (형곡동)",경상북도 구미시 형곡동 278번지 3호 1층 ,054-458-1320,054-480-5548,경상북도 구미시청
일반음식점,조선국수보쌈구미원호점,"경상북도 구미시 고아읍 문장로25길 4, 2층 201호 (공영빌딩)",경상북도 구미시 고아읍 원호리 428번지 8호 공영빌딩 2층 201호,054-444-2001,054-480-5548,경상북도 구미시청
일반음식점,바다양푼이동태탕찜신평점,"경상북도 구미시 야은로 736, 1층 (신평동)",경상북도 구미시 신평동 11번지 11호 1층 ,054-451-3337,054-480-5548,경상북도 구미시청
일반음식점,숯불치킨참잘하는집,"경상북도 구미시 상사동로 133, 1층 (사곡동)",경상북도 구미시 사곡동 515번지 4호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,말죽거리닭발불닭,"경상북도 구미시 송원서로6길 34-5, 1층 101호 (원평동)",경상북도 구미시 원평동 1058번지 16호 1층 101호,054-457-8070,054-480-5548,경상북도 구미시청
일반음식점,농업회사법인주식회사그린농축산정육식당,"경상북도 구미시 인동중앙로5길 40, 1층 (황상동)",경상북도 구미시 황상동 355번지 1호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,목마식당,"경상북도 구미시 장천면 강동로 177-38, 1층",경상북도 구미시 장천면 상장리 935번지 1호 1층 ,054-471-3853,054-480-5548,경상북도 구미시청
일반음식점,경성양꼬치,"경상북도 구미시 상사서로 90, 1층 (상모동)",경상북도 구미시 상모동 42번지 8호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,60계치킨,"경상북도 구미시 형곡동로 103 (형곡동, 형곡전원리빙필 1층 104호)",경상북도 구미시 형곡동 146번지 7호 형곡전원리빙필 1층 104호 ,054-442-2255,054-480-5548,경상북도 구미시청
일반음식점,취향,"경상북도 구미시 상사서로 69, 1층 (상모동)",경상북도 구미시 상모동 29번지 6호 1층 ,054-456-5625,054-480-5548,경상북도 구미시청
일반음식점,황제두마리치킨해평점,"경상북도 구미시 해평면 강동로 1640-3, 가동 1층",경상북도 구미시 해평면 월호리 480번지 12호 1층 가동 ,054-475-8595,054-480-5548,경상북도 구미시청
일반음식점,예가막창,"경상북도 구미시 산동면 신당4로 68-10, 2동 1층 104호",경상북도 구미시 산동면 신당리 0번지 1층 2동 104호,,054-480-5548,경상북도 구미시청
일반음식점,청도식당,경상북도 구미시 구미중앙로 57-20 (원평동),경상북도 구미시 원평동 116번지 15호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,삼대냉면,"경상북도 구미시 상림로 67, 1층 102호 (임은동)",경상북도 구미시 임은동 809번지 4호 1층 102호,054-463-3570,054-480-5548,경상북도 구미시청
일반음식점,배가네자연쌈밥,"경상북도 구미시 흥안로1길 13-15 (옥계동, 1층)",경상북도 구미시 옥계동 564번지 7호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,비엔나커피하우스,"경상북도 구미시 옥계북로 54 (옥계동, 2층)",경상북도 구미시 옥계동 733번지 1호 2층 ,,054-480-5548,경상북도 구미시청
일반음식점,알쌈닭옥계점,"경상북도 구미시 산호대로24길 15, 101호 (옥계동, 프라임에이스 1층)",경상북도 구미시 옥계동 952번지 2호 프라임에이스 1층 101호,054-476-7444,054-480-5548,경상북도 구미시청
일반음식점,원장터국밥곰장어,"경상북도 구미시 봉곡서로 32 (봉곡동, A동 1층)",경상북도 구미시 봉곡동 196번지 8호 A동 1층 ,054-464-2072,054-480-5548,경상북도 구미시청
일반음식점,만만회포차봉곡점,"경상북도 구미시 봉곡남로 97 (봉곡동, 1층)",경상북도 구미시 봉곡동 301번지 4호 1층 ,054-451-0900,054-480-5548,경상북도 구미시청
일반음식점,산아래백숙,"경상북도 구미시 4공단로 500 (금전동, 1층)",경상북도 구미시 금전동 11번지 3호 1층 ,054-471-0031,054-480-5548,경상북도 구미시청
일반음식점,빨간떡볶이앤빨간김밥사곡상모점,"경상북도 구미시 상사동로 41, A동 1층 (상모동)",경상북도 구미시 상모동 67번지 4호 1층 A동 ,054-461-6311,054-480-5548,경상북도 구미시청
일반음식점,도로시커틀릿,"경상북도 구미시 형곡로 72, 1동 1층 (형곡동)",경상북도 구미시 형곡동 137번지 1호 1층 1동 ,054-453-4210,054-480-5548,경상북도 구미시청
일반음식점,훈이식당,"경상북도 구미시 해평면 오상4길 22-11, 1동 1층",경상북도 구미시 해평면 오상리 340번지 2호 1층 1동 ,054-474-4910,054-480-5548,경상북도 구미시청
일반음식점,3점9,"경상북도 구미시 인동남길 58-6, 1층 (진평동)",경상북도 구미시 진평동 1042번지 5호 1층 ,054-472-5925,054-480-5548,경상북도 구미시청
일반음식점,진참치본점,"경상북도 구미시 산동면 산호대로41길 19, 1동 1층",경상북도 구미시 산동면 봉산리 580번지 4호 1층 1동 ,054-474-5745,054-480-5548,경상북도 구미시청
일반음식점,구미카톨릭요양병원장례식장내식당,"경상북도 구미시 야은로 483, 지하1층 (도량동, 구미카톨릭병원)",경상북도 구미시 도량동 581번지 6호 구미카톨릭병원 지하1층 ,,054-480-5548,경상북도 구미시청
일반음식점,간이역문성역점,"경상북도 구미시 고아읍 들성로11길 22, 1층",경상북도 구미시 고아읍 문성리 1286번지 1층 ,054-462-7326,054-480-5548,경상북도 구미시청
일반음식점,정이네부뚜막,"경상북도 구미시 형곡동로 60, 1층 (형곡동)",경상북도 구미시 형곡동 263번지 12호 1층 ,054-456-5597,054-480-5548,경상북도 구미시청
일반음식점,낙동강강변하우스,"경상북도 구미시 고아읍 숭선로 151, 1동 1층",경상북도 구미시 고아읍 봉한리 3번지 3호 1층 1동 ,,054-480-5548,경상북도 구미시청
일반음식점,박쉐프의강성족발,"경상북도 구미시 고아읍 들성로 164, 1층",경상북도 구미시 고아읍 원호리 72번지 2호 1층 ,054-455-3939,054-480-5548,경상북도 구미시청
일반음식점,유메니,"경상북도 구미시 인동19길 20, 1층 106호 (인의동)",경상북도 구미시 인의동 678번지 1호 1층 106호,054-476-8881,054-480-5548,경상북도 구미시청
일반음식점,대한곱창형곡점,"경상북도 구미시 형곡동로 70, 1층 (형곡동)",경상북도 구미시 형곡동 256번지 11호 1층 ,070-7569-3112,054-480-5548,경상북도 구미시청
일반음식점,석쇠둥이봉곡점,"경상북도 구미시 봉곡남로 40, 1층 (봉곡동)",경상북도 구미시 봉곡동 315번지 4호 1층 ,054-451-7373,054-480-5548,경상북도 구미시청
일반음식점,청춘껍데기송정점,"경상북도 구미시 신시로16길 69, 1층 (송정동, 1층)",경상북도 구미시 송정동 458번지 3호 1층 ,054-455-5537,054-480-5548,경상북도 구미시청
일반음식점,누리소한우전문점,"경상북도 구미시 고아읍 들성로9길 25-8, 1층",경상북도 구미시 고아읍 문성리 1154번지 1층 ,054-482-5959,054-480-5548,경상북도 구미시청
일반음식점,시청앞이층집,"경상북도 구미시 신시로14길 54, 2층 (송정동)",경상북도 구미시 송정동 479번지 2층 ,054-456-1314,054-480-5548,경상북도 구미시청
일반음식점,파스코스,"경상북도 구미시 인동24길 40, 1층 (진평동)",경상북도 구미시 진평동 117번지 6호 1층 ,070-8105-9288,054-480-5548,경상북도 구미시청
일반음식점,팀버상모점,"경상북도 구미시 상모로10길 23, 1층 101,102호 (상모동, 상모파크빌딩)","경상북도 구미시 상모동 65번지 1호 상모파크빌딩 1층 101,102호 ",054-463-2545,054-480-5548,경상북도 구미시청
일반음식점,스몰비어성남식당,"경상북도 구미시 고아읍 들성로9길 22, 미도힐스 101동 1층 104호",경상북도 구미시 고아읍 문성리 1190번지 미도힐스 1층 101동 104호,054-452-9036,054-480-5548,경상북도 구미시청
일반음식점,고시키,"경상북도 구미시 인동중앙로11길 30, 1층 (황상동)",경상북도 구미시 황상동 303번지 37호 1층 ,054-471-1116,054-480-5548,경상북도 구미시청
일반음식점,우기막창,"경상북도 구미시 상사서로 120, 1층 101호 (사곡동)",경상북도 구미시 사곡동 698번지 11호 1층 101호,054-465-9929,054-480-5548,경상북도 구미시청
일반음식점,은마차,"경상북도 구미시 고아읍 문장로22길 5-5, 1층",경상북도 구미시 고아읍 원호리 444번지 6호 1층 ,054-441-1170,054-480-5548,경상북도 구미시청
일반음식점,삐순이달포차,"경상북도 구미시 인동22길 21-4, 1층 (진평동)",경상북도 구미시 진평동 37번지 13호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,쉐프앤돈,"경상북도 구미시 고아읍 들성로7길 10-21, 1동 1층",경상북도 구미시 고아읍 문성리 1135번지 1층 1동 ,,054-480-5548,경상북도 구미시청
일반음식점,가비정,"경상북도 구미시 봉곡동로 49, 1층 (봉곡동)",경상북도 구미시 봉곡동 171번지 5호 1층 ,054-457-7788,054-480-5548,경상북도 구미시청
일반음식점,해뜨네짜글이,"경상북도 구미시 선산읍 동교길 3, 1동 1층",경상북도 구미시 선산읍 동부리 478번지 2호 1층 1동 ,054-481-7181,054-480-5548,경상북도 구미시청
일반음식점,국수집나들이,"경상북도 구미시 상사동로27길 22, 1층 (사곡동)",경상북도 구미시 사곡동 663번지 4호 1층 ,054-464-7667,054-480-5548,경상북도 구미시청
일반음식점,추억여행,"경상북도 구미시 봉곡로21길 16, 1층 (봉곡동)",경상북도 구미시 봉곡동 185번지 8호 1층 ,054-451-6636,054-480-5548,경상북도 구미시청
일반음식점,닭한바리,"경상북도 구미시 인동중앙로11길 33 (황상동, 2층)",경상북도 구미시 황상동 303번지 24호 2층 ,054-476-0255,054-480-5548,경상북도 구미시청
일반음식점,신엽석쇠구이앤팔백국밥,"경상북도 구미시 옥계북로10길 13-5, 1층 (옥계동)",경상북도 구미시 옥계동 799번지 8호 1층 ,054-473-0922,054-480-5548,경상북도 구미시청
일반음식점,막창대통령,"경상북도 구미시 산동면 강동로 1005-15, 1층",경상북도 구미시 산동면 적림리 524번지 56호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,인디안밥,경상북도 구미시 산호대로31길 8 (옥계동),경상북도 구미시 옥계동 739번지 2호  ,054-608-4575,054-480-5548,경상북도 구미시청
일반음식점,하하호호식당,"경상북도 구미시 송원서로 23, 1층 (송정동)",경상북도 구미시 송정동 35번지 4호 1층 ,054-452-1511,054-480-5548,경상북도 구미시청
일반음식점,한돈참숯꼬기선산점,"경상북도 구미시 선산읍 선산중앙로 101, 1층",경상북도 구미시 선산읍 동부리 463번지 2호 1층 ,054-481-5501,054-480-5548,경상북도 구미시청
일반음식점,넬라쿠치나,"경상북도 구미시 선기로2길 5-48, 1층 (선기동)",경상북도 구미시 선기동 747번지 102호 1층 ,054-443-0378,054-480-5548,경상북도 구미시청
일반음식점,초원,"경상북도 구미시 해평면 강동로 1671, 1층",경상북도 구미시 해평면 월호리 464번지 13호 1층 ,054-474-9905,054-480-5548,경상북도 구미시청
일반음식점,맥다오,"경상북도 구미시 송원서로4길 32, 2층 (원평동)",경상북도 구미시 원평동 1060번지 4호 2층 ,,054-480-5548,경상북도 구미시청
일반음식점,한소반,"경상북도 구미시 산호대로 179, 2층 201호 (공단동, 부광시장상가)",경상북도 구미시 공단동 262번지 4호 부광시장상가 2층 201호,054-451-8840,054-480-5548,경상북도 구미시청
일반음식점,참숯폭탄돼지구이비산점,"경상북도 구미시 비산로5길 25-1, 1층 (비산동)",경상북도 구미시 비산동 369번지 4호 1층 ,054-462-9297,054-480-5548,경상북도 구미시청
일반음식점,동명보신원,"경상북도 구미시 인동39길 22-4, 1층 (구평동)",경상북도 구미시 구평동 436번지 3호 1층 ,054-472-3249,054-480-5548,경상북도 구미시청
일반음식점,마녀떡볶이,"경상북도 구미시 장천면 강동로 183, 1층",경상북도 구미시 장천면 상장리 887번지 3호 1층 ,054-471-4111,054-480-5548,경상북도 구미시청
일반음식점,이태리레스토랑문,"경상북도 구미시 1공단로 186-15, 1층 7,11,12호 (공단동)","경상북도 구미시 공단동 264번지 15호 1층 7,11,12호 ",054-608-0208,054-480-5548,경상북도 구미시청
일반음식점,멕시카나신평점,"경상북도 구미시 구미대로34길 13, 1층 (신평동)",경상북도 구미시 신평동 97번지 12호 1층 ,054-461-6660,054-480-5548,경상북도 구미시청
일반음식점,유가네한우곰탕,"경상북도 구미시 상림로 67, 1층 (임은동)",경상북도 구미시 임은동 809번지 4호 1층 ,054-461-8591,054-480-5548,경상북도 구미시청
일반음식점,서민찜닭,"경상북도 구미시 옥계북로 34, 2층 203호 (옥계동, 원광빌딩)",경상북도 구미시 옥계동 833번지 4호 원광빌딩 2층 203호,054-471-1227,054-480-5548,경상북도 구미시청
일반음식점,도산식당사곡점,"경상북도 구미시 상사서로 120, 1층 102호 (사곡동)",경상북도 구미시 사곡동 698번지 11호 1층 102호,054-454-1124,054-480-5548,경상북도 구미시청
일반음식점,정거장왕족발,"경상북도 구미시 1공단로 192, 2층 212호 (공단동, 제일시장상가)",경상북도 구미시 공단동 264번지 18호 제일시장상가 2층 212호,054-461-4488,054-480-5548,경상북도 구미시청
